order_details_id,pizza_id,quantity,date,time,size,price,name,category,ingredients,Sales,Sales_day,Month
8294,five_cheese_l,1,2015-05-19,0 days 13:50:16,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",18.5,Tuesday,May
8295,ital_cpcllo_l,1,2015-05-19,0 days 14:19:08,L,20.5,The Italian Capocollo Pizza,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",20.5,Tuesday,May
8296,napolitana_m,1,2015-05-19,0 days 14:44:12,M,16.0,The Napolitana Pizza,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",16.0,Tuesday,May
8297,prsc_argla_s,1,2015-05-19,0 days 15:19:26,S,12.5,The Prosciutto and Arugula Pizza,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",12.5,Tuesday,May
8298,hawaiian_l,1,2015-05-19,0 days 15:32:53,L,16.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",16.5,Tuesday,May
8299,cali_ckn_m,1,2015-05-19,0 days 15:35:15,M,16.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",16.75,Tuesday,May
8300,green_garden_s,1,2015-05-19,0 days 16:04:58,S,12.0,The Green Garden Pizza,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",12.0,Tuesday,May
8301,spinach_fet_s,1,2015-05-19,0 days 16:19:54,S,12.0,The Spinach and Feta Pizza,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",12.0,Tuesday,May
8302,prsc_argla_l,1,2015-05-19,0 days 16:36:42,L,20.75,The Prosciutto and Arugula Pizza,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",20.75,Tuesday,May
8303,ckn_alfredo_l,1,2015-05-19,0 days 16:48:21,L,20.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",20.75,Tuesday,May
8304,hawaiian_s,1,2015-05-19,0 days 17:10:51,S,10.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",10.5,Tuesday,May
8305,big_meat_s,1,2015-05-19,0 days 17:24:44,S,12.0,The Big Meat Pizza,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",12.0,Tuesday,May
8306,four_cheese_l,1,2015-05-19,0 days 17:47:01,L,17.95,The Four Cheese Pizza,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",17.95,Tuesday,May
8307,spinach_fet_m,1,2015-05-19,0 days 17:58:37,M,16.0,The Spinach and Feta Pizza,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",16.0,Tuesday,May
8308,spinach_supr_s,1,2015-05-19,0 days 18:05:54,S,12.5,The Spinach Supreme Pizza,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",12.5,Tuesday,May
8309,calabrese_m,1,2015-05-19,0 days 18:25:52,M,16.25,The Calabrese Pizza,Supreme,"Nduja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",16.25,Tuesday,May
8310,green_garden_m,1,2015-05-19,0 days 18:30:18,M,16.0,The Green Garden Pizza,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",16.0,Tuesday,May
8311,hawaiian_l,1,2015-05-19,0 days 18:54:32,L,16.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",16.5,Tuesday,May
8312,five_cheese_l,1,2015-05-19,0 days 19:04:47,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",18.5,Tuesday,May
8313,ital_supr_m,1,2015-05-19,0 days 19:08:16,M,16.5,The Italian Supreme Pizza,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",16.5,Tuesday,May
8314,ital_veggie_m,1,2015-05-19,0 days 19:08:29,M,16.75,The Italian Vegetables Pizza,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",16.75,Tuesday,May
8315,southw_ckn_m,1,2015-05-19,0 days 19:14:23,M,16.75,The Southwest Chicken Pizza,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",16.75,Tuesday,May
8316,spinach_supr_s,1,2015-05-19,0 days 19:17:28,S,12.5,The Spinach Supreme Pizza,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",12.5,Tuesday,May
8317,peppr_salami_l,1,2015-05-19,0 days 19:31:10,L,20.75,The Pepper Salami Pizza,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",20.75,Tuesday,May
8318,bbq_ckn_s,1,2015-05-19,0 days 19:33:02,S,12.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",12.75,Tuesday,May
8319,big_meat_s,1,2015-05-19,0 days 20:24:54,S,12.0,The Big Meat Pizza,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",12.0,Tuesday,May
8320,cali_ckn_l,2,2015-05-19,0 days 20:28:18,L,20.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",41.5,Tuesday,May
8321,cali_ckn_m,1,2015-05-19,0 days 21:49:28,M,16.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",16.75,Tuesday,May
8322,ckn_alfredo_m,1,2015-05-20,0 days 11:19:06,M,16.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",16.75,Wednesday,May
8323,classic_dlx_l,1,2015-05-20,0 days 11:30:28,L,20.5,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",20.5,Wednesday,May
8324,hawaiian_l,1,2015-05-20,0 days 11:35:42,L,16.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",16.5,Wednesday,May
8325,hawaiian_s,1,2015-05-20,0 days 12:02:52,S,10.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",10.5,Wednesday,May
8326,mexicana_l,1,2015-05-20,0 days 12:12:34,L,20.25,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",20.25,Wednesday,May
8327,napolitana_m,1,2015-05-20,0 days 12:16:15,M,16.0,The Napolitana Pizza,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",16.0,Wednesday,May
8328,sicilian_m,1,2015-05-20,0 days 12:19:17,M,16.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",16.25,Wednesday,May
8329,spicy_ital_m,1,2015-05-20,0 days 12:23:22,M,16.5,The Spicy Italian Pizza,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",16.5,Wednesday,May
8330,classic_dlx_s,1,2015-05-20,0 days 12:25:45,S,12.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",12.0,Wednesday,May
8331,napolitana_l,1,2015-05-20,0 days 12:35:36,L,20.5,The Napolitana Pizza,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",20.5,Wednesday,May
8332,sicilian_m,1,2015-05-20,0 days 12:52:14,M,16.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",16.25,Wednesday,May
8333,thai_ckn_s,1,2015-05-20,0 days 13:16:12,S,12.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",12.75,Wednesday,May
8334,spinach_fet_s,1,2015-05-20,0 days 13:34:57,S,12.0,The Spinach and Feta Pizza,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",12.0,Wednesday,May
8335,four_cheese_m,1,2015-05-20,0 days 13:35:12,M,14.75,The Four Cheese Pizza,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",14.75,Wednesday,May
8336,mexicana_m,1,2015-05-20,0 days 13:46:47,M,16.0,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",16.0,Wednesday,May
8337,ital_cpcllo_l,1,2015-05-20,0 days 13:49:44,L,20.5,The Italian Capocollo Pizza,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",20.5,Wednesday,May
8338,thai_ckn_l,2,2015-05-20,0 days 13:57:46,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",41.5,Wednesday,May
8339,cali_ckn_s,1,2015-05-20,0 days 14:09:48,S,12.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",12.75,Wednesday,May
8340,hawaiian_m,1,2015-05-20,0 days 14:11:37,M,13.25,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",13.25,Wednesday,May
8341,pepperoni_l,1,2015-05-20,0 days 14:17:25,L,15.25,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",15.25,Wednesday,May
8342,peppr_salami_l,1,2015-05-20,0 days 14:18:05,L,20.75,The Pepper Salami Pizza,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",20.75,Wednesday,May
8343,prsc_argla_m,1,2015-05-20,0 days 14:29:16,M,16.5,The Prosciutto and Arugula Pizza,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",16.5,Wednesday,May
8344,soppressata_s,1,2015-05-20,0 days 14:55:35,S,12.5,The Soppressata Pizza,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",12.5,Wednesday,May
8345,southw_ckn_l,1,2015-05-20,0 days 14:57:20,L,20.75,The Southwest Chicken Pizza,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",20.75,Wednesday,May
8346,spin_pesto_s,2,2015-05-20,0 days 15:03:38,S,12.5,The Spinach Pesto Pizza,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",25.0,Wednesday,May
8347,veggie_veg_m,1,2015-05-20,0 days 15:24:45,M,16.0,The Vegetables + Vegetables Pizza,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",16.0,Wednesday,May
8348,veggie_veg_s,1,2015-05-20,0 days 15:29:07,S,12.0,The Vegetables + Vegetables Pizza,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",12.0,Wednesday,May
8349,big_meat_s,1,2015-05-20,0 days 15:38:08,S,12.0,The Big Meat Pizza,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",12.0,Wednesday,May
8350,classic_dlx_m,1,2015-05-20,0 days 15:40:08,M,16.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",16.0,Wednesday,May
8351,hawaiian_l,1,2015-05-20,0 days 15:42:23,L,16.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",16.5,Wednesday,May
8352,pepperoni_m,1,2015-05-20,0 days 15:42:33,M,12.5,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",12.5,Wednesday,May
8353,bbq_ckn_m,1,2015-05-20,0 days 15:43:38,M,16.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",16.75,Wednesday,May
8354,ital_cpcllo_l,1,2015-05-20,0 days 16:04:49,L,20.5,The Italian Capocollo Pizza,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",20.5,Wednesday,May
8355,mexicana_s,1,2015-05-20,0 days 16:17:04,S,12.0,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",12.0,Wednesday,May
8356,thai_ckn_m,1,2015-05-20,0 days 16:53:15,M,16.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",16.75,Wednesday,May
8357,four_cheese_m,1,2015-05-20,0 days 16:55:37,M,14.75,The Four Cheese Pizza,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",14.75,Wednesday,May
8358,ckn_alfredo_m,1,2015-05-20,0 days 17:11:48,M,16.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",16.75,Wednesday,May
8359,mediterraneo_m,1,2015-05-20,0 days 17:17:51,M,16.0,The Mediterranean Pizza,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",16.0,Wednesday,May
8360,mexicana_l,1,2015-05-20,0 days 17:26:35,L,20.25,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",20.25,Wednesday,May
8361,sicilian_l,1,2015-05-20,0 days 17:27:48,L,20.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",20.25,Wednesday,May
8362,classic_dlx_s,1,2015-05-20,0 days 17:40:48,S,12.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",12.0,Wednesday,May
8363,bbq_ckn_l,1,2015-05-20,0 days 17:52:24,L,20.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",20.75,Wednesday,May
8364,ital_cpcllo_l,1,2015-05-20,0 days 17:57:13,L,20.5,The Italian Capocollo Pizza,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",20.5,Wednesday,May
8365,ital_veggie_l,1,2015-05-20,0 days 18:02:07,L,21.0,The Italian Vegetables Pizza,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",21.0,Wednesday,May
8366,bbq_ckn_l,1,2015-05-20,0 days 18:12:54,L,20.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",20.75,Wednesday,May
8367,soppressata_l,1,2015-05-20,0 days 18:13:28,L,20.75,The Soppressata Pizza,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",20.75,Wednesday,May
8368,ckn_alfredo_m,1,2015-05-20,0 days 18:33:39,M,16.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",16.75,Wednesday,May
8369,peppr_salami_l,1,2015-05-20,0 days 18:35:39,L,20.75,The Pepper Salami Pizza,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",20.75,Wednesday,May
8370,peppr_salami_s,1,2015-05-20,0 days 18:45:36,S,12.5,The Pepper Salami Pizza,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",12.5,Wednesday,May
8371,hawaiian_s,1,2015-05-20,0 days 18:54:54,S,10.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",10.5,Wednesday,May
8372,ital_cpcllo_l,1,2015-05-20,0 days 19:24:45,L,20.5,The Italian Capocollo Pizza,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",20.5,Wednesday,May
8373,sicilian_l,1,2015-05-20,0 days 19:25:08,L,20.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",20.25,Wednesday,May
8374,big_meat_s,1,2015-05-20,0 days 19:35:39,S,12.0,The Big Meat Pizza,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",12.0,Wednesday,May
8375,brie_carre_s,1,2015-05-20,0 days 19:47:23,S,23.65,The Brie Carre Pizza,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",23.65,Wednesday,May
8376,spinach_supr_l,1,2015-05-20,0 days 19:51:56,L,20.75,The Spinach Supreme Pizza,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",20.75,Wednesday,May
8377,classic_dlx_m,1,2015-05-20,0 days 20:11:45,M,16.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",16.0,Wednesday,May
8378,veggie_veg_m,1,2015-05-20,0 days 20:34:17,M,16.0,The Vegetables + Vegetables Pizza,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",16.0,Wednesday,May
8379,classic_dlx_l,1,2015-05-20,0 days 20:50:03,L,20.5,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",20.5,Wednesday,May
8380,prsc_argla_l,1,2015-05-20,0 days 20:54:11,L,20.75,The Prosciutto and Arugula Pizza,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",20.75,Wednesday,May
8381,the_greek_m,1,2015-05-20,0 days 21:44:34,M,16.0,The Greek Pizza,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",16.0,Wednesday,May
8382,thai_ckn_l,1,2015-05-20,0 days 22:13:30,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",20.75,Wednesday,May
8383,brie_carre_s,1,2015-05-20,0 days 22:14:23,S,23.65,The Brie Carre Pizza,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",23.65,Wednesday,May
8384,spinach_fet_l,1,2015-05-20,0 days 22:14:27,L,20.25,The Spinach and Feta Pizza,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",20.25,Wednesday,May
8385,spin_pesto_s,1,2015-05-20,0 days 22:20:47,S,12.5,The Spinach Pesto Pizza,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",12.5,Wednesday,May
8386,ckn_alfredo_l,1,2015-05-21,0 days 11:31:00,L,20.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",20.75,Thursday,May
8387,hawaiian_s,1,2015-05-21,0 days 11:48:48,S,10.5,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",10.5,Thursday,May
8388,mexicana_l,1,2015-05-21,0 days 12:12:43,L,20.25,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",20.25,Thursday,May
8389,spinach_fet_m,1,2015-05-21,0 days 12:26:16,M,16.0,The Spinach and Feta Pizza,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",16.0,Thursday,May
8390,sicilian_m,1,2015-05-21,0 days 12:28:46,M,16.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",16.25,Thursday,May
8391,big_meat_s,1,2015-05-21,0 days 12:34:40,S,12.0,The Big Meat Pizza,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",12.0,Thursday,May
8392,ital_veggie_m,1,2015-05-21,0 days 12:37:25,M,16.75,The Italian Vegetables Pizza,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",16.75,Thursday,May
8393,pepperoni_l,1,2015-05-21,0 days 12:50:08,L,15.25,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",15.25,Thursday,May
8394,peppr_salami_m,1,2015-05-21,0 days 13:00:08,M,16.5,The Pepper Salami Pizza,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",16.5,Thursday,May
8395,pepperoni_s,1,2015-05-21,0 days 13:04:34,S,9.75,The Pepperoni Pizza,Classic,"Mozzarella Cheese, Pepperoni",9.75,Thursday,May
8396,spin_pesto_s,1,2015-05-21,0 days 13:09:21,S,12.5,The Spinach Pesto Pizza,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",12.5,Thursday,May
8397,veggie_veg_l,1,2015-05-21,0 days 13:09:40,L,20.25,The Vegetables + Vegetables Pizza,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",20.25,Thursday,May
8398,bbq_ckn_s,1,2015-05-21,0 days 13:15:38,S,12.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",12.75,Thursday,May
8399,hawaiian_m,1,2015-05-21,0 days 13:23:02,M,13.25,The Hawaiian Pizza,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",13.25,Thursday,May
8400,cali_ckn_m,1,2015-05-21,0 days 13:29:23,M,16.75,The California Chicken Pizza,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",16.75,Thursday,May
8401,mexicana_l,1,2015-05-21,0 days 13:30:34,L,20.25,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",20.25,Thursday,May
8402,classic_dlx_m,1,2015-05-21,0 days 13:31:38,M,16.0,The Classic Deluxe Pizza,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",16.0,Thursday,May
8403,five_cheese_l,1,2015-05-21,0 days 13:54:50,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",18.5,Thursday,May
8404,peppr_salami_l,1,2015-05-21,0 days 14:03:40,L,20.75,The Pepper Salami Pizza,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",20.75,Thursday,May
8405,southw_ckn_l,1,2015-05-21,0 days 14:08:26,L,20.75,The Southwest Chicken Pizza,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",20.75,Thursday,May
8406,brie_carre_s,1,2015-05-21,0 days 14:33:12,S,23.65,The Brie Carre Pizza,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",23.65,Thursday,May
8407,ital_cpcllo_s,1,2015-05-21,0 days 14:54:42,S,12.0,The Italian Capocollo Pizza,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",12.0,Thursday,May
8408,mediterraneo_l,1,2015-05-21,0 days 15:00:37,L,20.25,The Mediterranean Pizza,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",20.25,Thursday,May
8409,pep_msh_pep_s,1,2015-05-21,0 days 15:55:05,S,11.0,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,"Pepperoni, Mushrooms, Green Peppers",11.0,Thursday,May
8410,prsc_argla_l,1,2015-05-21,0 days 16:07:49,L,20.75,The Prosciutto and Arugula Pizza,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",20.75,Thursday,May
8411,sicilian_l,1,2015-05-21,0 days 16:49:22,L,20.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",20.25,Thursday,May
8412,bbq_ckn_m,1,2015-05-21,0 days 16:55:38,M,16.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",16.75,Thursday,May
8413,pep_msh_pep_s,1,2015-05-21,0 days 16:55:59,S,11.0,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,"Pepperoni, Mushrooms, Green Peppers",11.0,Thursday,May
8414,ckn_alfredo_m,1,2015-05-21,0 days 16:57:51,M,16.75,The Chicken Alfredo Pizza,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",16.75,Thursday,May
8415,five_cheese_l,2,2015-05-21,0 days 17:03:12,L,18.5,The Five Cheese Pizza,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",37.0,Thursday,May
8416,spicy_ital_m,1,2015-05-21,0 days 17:12:56,M,16.5,The Spicy Italian Pizza,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",16.5,Thursday,May
8417,ckn_pesto_l,1,2015-05-21,0 days 17:13:55,L,20.75,The Chicken Pesto Pizza,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",20.75,Thursday,May
8418,soppressata_m,1,2015-05-21,0 days 17:16:11,M,16.5,The Soppressata Pizza,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",16.5,Thursday,May
8419,bbq_ckn_l,1,2015-05-21,0 days 17:16:30,L,20.75,The Barbecue Chicken Pizza,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",20.75,Thursday,May
8420,mexicana_l,1,2015-05-21,0 days 17:19:26,L,20.25,The Mexicana Pizza,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",20.25,Thursday,May
8421,prsc_argla_s,1,2015-05-21,0 days 17:36:58,S,12.5,The Prosciutto and Arugula Pizza,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",12.5,Thursday,May
8422,sicilian_l,1,2015-05-21,0 days 17:46:36,L,20.25,The Sicilian Pizza,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",20.25,Thursday,May
